,channel_name,published_date,view_count,video_url,title
20,BBC News,2023-12-06T15:55:52Z,17984,https://www.youtube.com/watch?v=dZuHy_SBeJw,Taylor Swift has been named Time Magazine's person of the year. #Shorts #TaylorSwift #BBCNews
98,NBC News,2023-12-07T17:30:00Z,16831,https://www.youtube.com/watch?v=8YzcNDqTOno,Fired New York police officer files federal whistleblower claim
36,BBC News,2023-12-04T23:00:09Z,16337,https://www.youtube.com/watch?v=IbdFEOkY2SA,Doctor Anthony Fauci on why heâ€™s considered a divisive figure | BBC News
153,NowThis News,2023-12-08T19:00:02Z,16176,https://www.youtube.com/watch?v=1xSCxX5hfpU,Woman Arrested After Attempting to Burn MLK's Birth Home
63,NBC News,2023-12-08T13:30:14Z,16010,https://www.youtube.com/watch?v=cob3fctCbgs,Israeli military plans to potentially flood Hamas tunnels with sea water
87,NBC News,2023-12-08T00:30:13Z,15763,https://www.youtube.com/watch?v=X_iimiva-v8,Georgia voters react to fourth Republican debate
95,NBC News,2023-12-07T19:48:43Z,15091,https://www.youtube.com/watch?v=JixIk10cuus,LIVE: White House holds press briefing | NBC News
19,BBC News,2023-12-06T16:48:14Z,15013,https://www.youtube.com/watch?v=AavG7nwjfZ8,Twitch will leave South Korea in February 2024. #Shorts #Twitch #SouthKorea #BBCNews
29,BBC News,2023-12-05T16:17:40Z,14601,https://www.youtube.com/watch?v=XOYHD3Dag7E,Brian Grubb combines drone wakeskating and base jumping. #Shorts #Wakeskate #Dubai #BBCNews
26,BBC News,2023-12-05T23:00:08Z,14149,https://www.youtube.com/watch?v=EHvxWeRfvsA,The questions we still have after that GTA VI trailer. #GTA #RockstarGames #BBCNews
68,NBC News,2023-12-08T05:15:01Z,13068,https://www.youtube.com/watch?v=ipmeSzPqsQw,Archaeologists discover ancient Han Dynasty tomb in China
82,NBC News,2023-12-08T01:57:24Z,12948,https://www.youtube.com/watch?v=tMyzv0qkeFg,Hunter Biden facing new charges from special counsel in California
163,NowThis News,2023-12-07T00:00:12Z,11898,https://www.youtube.com/watch?v=_P2gNOCXF2Q,Trump Said You Can Expect Him to Act Like a Dictator Only On Day 1 If Re-Elected
27,BBC News,2023-12-05T21:14:59Z,11688,https://www.youtube.com/watch?v=9MvFpQOWHD8,How the first Grand Theft Auto was made. #GTA #Shorts #BBCNews
162,NowThis News,2023-12-07T01:00:03Z,11540,https://www.youtube.com/watch?v=9QvS3F0I0yw,Israeli Soldiers Shoot Palestinian Man With Intellectual Disabilities
158,NowThis News,2023-12-07T22:46:19Z,11400,https://www.youtube.com/watch?v=4ifqqpmC8wA,"Blinken, UK Foreign Secretary Hold Press Conference"
81,NBC News,2023-12-08T02:00:06Z,11211,https://www.youtube.com/watch?v=EmxYbpBcvZg,Freed Hamas hostage returns home to her devastated kibbutz
159,NowThis News,2023-12-07T19:54:25Z,11158,https://www.youtube.com/watch?v=wGMw2xoT2Xo,White House Briefing With Press Secretary Karine Jean-Pierre 12/7/23
160,The F Word,2023-06-21T16:00:10Z,11147,https://www.youtube.com/watch?v=7ETHhptU6Jw,How To Make The Perfect Pasta ðŸ¤Œ | FULL EPISODE | Season 1 - Episode 3 | The F Word
174,NowThis News,2023-12-05T21:30:04Z,11131,https://www.youtube.com/watch?v=bdopDxi2ZBs,John Fetterman Trolls Bob Menendez With George Santos Cameo Video
189,NowThis News,2023-12-01T00:00:13Z,10788,https://www.youtube.com/watch?v=CTV2XjDdMFo,Ahed Tamimi Speaks to Reporters After Release from Israeli Prison
91,NBC News,2023-12-07T22:00:32Z,10672,https://www.youtube.com/watch?v=vv5HLON-gc4,Iowa voters say they've â€˜seen enoughâ€™ to make 2024 decision
181,The F Word,2023-02-06T17:00:21Z,10098,https://www.youtube.com/watch?v=MnNc5WWU2fA,The UK's Smelliest Delicacy | The F Word
159,The F Word,2023-06-26T16:00:43Z,9931,https://www.youtube.com/watch?v=vBbjsyGxJR8,Feeding The Fire Department For Under Â£20 | The F Word
7,BBC News,2023-12-08T10:30:22Z,9599,https://www.youtube.com/watch?v=dDF_F1HzMmI,Fortnite launches Lego mode to rival Minecraft - BBC News
179,The F Word,2023-02-13T17:00:37Z,9534,https://www.youtube.com/watch?v=qOHULYn59e0,Gordon Teaches A Mum To Cook | The F Word
181,NowThis News,2023-12-04T20:16:45Z,9533,https://www.youtube.com/watch?v=oTeyGtrFgBk,White House Briefing With Press Secretary Karine Jean-Pierre 12/4/23
186,NowThis News,2023-12-01T22:30:07Z,9406,https://www.youtube.com/watch?v=v1zwe7yCiVw,"What to Know About Henry Kissinger, the Controversial Statesman"
184,NowThis News,2023-12-02T00:02:28Z,9235,https://www.youtube.com/watch?v=kZx0OmZTD8w,"Syracuse Ballet Fires Dancers Raising Safety Concerns, 'The Nutcracker' Goes On"
196,The F Word,2022-10-10T16:00:28Z,9056,https://www.youtube.com/watch?v=VpjtIEXsWWk,Gordon Is Impressed By The Food!? | The F Word
96,NBC News,2023-12-07T18:30:24Z,8630,https://www.youtube.com/watch?v=ks2WbFxOmyc,California man arrested after sucker-punching man pushing stroller
58,NBC News,2023-12-08T20:15:02Z,8280,https://www.youtube.com/watch?v=syxYzvuepxA,Man steals Christmas tree tied to car roof
65,NBC News,2023-12-08T13:00:16Z,8173,https://www.youtube.com/watch?v=JhjksPUSGaM,NYC's congestion pricing plans highlight America's troubled history with trains
166,NowThis News,2023-12-06T21:02:47Z,8013,https://www.youtube.com/watch?v=9v8S930WjV4,White House Briefing With Press Secretary Karine Jean-Pierre 12/6/23
197,The F Word,2022-10-03T16:00:38Z,7939,https://www.youtube.com/watch?v=uYhroz4pkuQ,Gordon Ramsay Gets A New Trade | The F Word
198,The F Word,2022-09-30T16:00:40Z,7915,https://www.youtube.com/watch?v=t-KIy3J1QcA,Ramsay Makes The 'Model' Meal | The F Word
156,NowThis News,2023-12-08T00:00:24Z,7652,https://www.youtube.com/watch?v=zt-b98zRkCY,Texas Judge Grants Emergency Abortion in Historic Ruling
6,BBC News,2023-12-08T12:00:01Z,7346,https://www.youtube.com/watch?v=1Q1NEmOZdgw,How author Ken Follett sold nearly 200 million books | BBC News
173,NowThis News,2023-12-05T23:30:06Z,6606,https://www.youtube.com/watch?v=gP6sbl-mVw0,"MÄori Politician Performs Haka, Defying Parliament Protocol"
183,NowThis News,2023-12-04T17:50:40Z,6548,https://www.youtube.com/watch?v=bRjTpTpUg7A,Supreme Court Takes on Purdue Pharma Bankruptcy Settlement
176,NowThis News,2023-12-05T20:03:49Z,6507,https://www.youtube.com/watch?v=Q1WTqQiHmi0,Pentagon Briefing With Press Secretary Pat Ryder 12/5/23
166,The F Word,2023-05-22T16:00:19Z,6372,https://www.youtube.com/watch?v=d8Kx7z7Rmig,Venison Masala | The F Word
94,NBC News,2023-12-07T20:39:15Z,6364,https://www.youtube.com/watch?v=PgkgtHtgCJc,Jews mark first night of Hanukkah as Israel-Hamas war hits two-month mark
167,NowThis News,2023-12-06T21:00:12Z,6198,https://www.youtube.com/watch?v=PUz6RtWa-Do,How Gen Z is Shifting the Drinking Culture Due to Their Sudden Interest in Sobriety
167,The F Word,2023-05-15T16:00:41Z,6192,https://www.youtube.com/watch?v=zb99Dg0nttM,Big Cat Attack | The F Word
163,The F Word,2023-06-05T16:00:32Z,6178,https://www.youtube.com/watch?v=_WqdzBnxO94,Churros and Hot Chocolate | The F Word
182,NowThis News,2023-12-04T18:44:09Z,6156,https://www.youtube.com/watch?v=z2F16RcBi-Y,State Department BriefingÂ With Spokesperson Matthew Miller 12/4/23
172,NowThis News,2023-12-06T00:00:00Z,6045,https://www.youtube.com/watch?v=0n4Dtp9UXNk,Why Are Students' Reading Levels Grades Behind?
185,NowThis News,2023-12-01T23:35:28Z,5967,https://www.youtube.com/watch?v=Fa3Wv278IM0,"How Palestinian Food, Identity, and Heritage Is Targeted"
161,NowThis News,2023-12-07T02:00:15Z,5964,https://www.youtube.com/watch?v=ntWRVhZzKvo,Woody the Talking Christmas Tree Returns for the Holidays
5,BBC News,2023-12-08T12:38:24Z,5813,https://www.youtube.com/watch?v=-r93Vbh6IaY,Woman sentenced to fast food job after throwing Chipotle bowl at worker. #Shorts #Chipotle #BBCNews
169,NowThis News,2023-12-06T19:42:18Z,5728,https://www.youtube.com/watch?v=i3x-qlrJmsU,State Department BriefingÂ With Spokesperson Matthew Miller 12/6/23
93,NBC News,2023-12-07T21:00:00Z,5653,https://www.youtube.com/watch?v=0mGDCk9hbEc,It's Taylor time! Taylor Swift named Time's 'Person of the Year' | Nightly News: Kids Edition
88,NBC News,2023-12-08T00:03:40Z,5358,https://www.youtube.com/watch?v=_f8R6X--T8A,Lawmakers react to Rep. Kevin McCarthy resigning at the end of 2023
154,The F Word,2023-09-10T16:00:11Z,5329,https://www.youtube.com/watch?v=8RNL2FPDACo,â›”ï¸ Commis Chef Dismissed From The Kitchen! | FULL EPISODE | Season 1 - Episode 7 | The F Word
90,NBC News,2023-12-07T23:30:04Z,5193,https://www.youtube.com/watch?v=CW-jVCvgUc0,Texas ruling allowing an abortion to move forward could be 'a path forward'
157,The F Word,2023-07-03T16:00:31Z,5115,https://www.youtube.com/watch?v=TXH5Ry-I-Kc,Home Brewing Beer ðŸº  | The F Word
75,NBC News,2023-12-08T04:00:19Z,4870,https://www.youtube.com/watch?v=q250dPZ13yc,Stay Tuned NOW with Gadi Schwartz - Dec. 7 | NBC News  NOW
4,BBC News,2023-12-08T15:31:00Z,4816,https://www.youtube.com/watch?v=1PDRBuHo7TA,Streams soar for 70s rocker Tom Petty thanks to GTA 6 trailer. #Shorts #GTA6 #TomPetty #BBCNews
1,BBC News,2023-12-08T18:00:10Z,4706,https://www.youtube.com/watch?v=CizPypg7wms,John Lennon on mental health and the Beatles reuniting | BBC News
161,The F Word,2023-06-19T16:00:15Z,4464,https://www.youtube.com/watch?v=Em_Yn9iBcR8,Gordon Attempts Drift Diving For The First Time! | The F Word
170,NowThis News,2023-12-06T18:53:43Z,4350,https://www.youtube.com/watch?v=xFukdVyVUwY,Bank CEOs Testify Before Senate Committee
165,The F Word,2023-05-24T16:00:15Z,4054,https://www.youtube.com/watch?v=FG6eddaL5ZQ,Britain's Favourite Dessert Recipes | The F Word
100,The Daily Show,2023-12-08T19:57:56Z,4035,https://www.youtube.com/watch?v=MC7LHfEyE80,Untitled video
153,The F Word,2023-11-06T17:00:20Z,3716,https://www.youtube.com/watch?v=SgNR9Ezf-0Y,Janet Street-Porter Throws a Plate at Gordon Ramsay | The F Word
66,NBC News,2023-12-08T11:30:32Z,3308,https://www.youtube.com/watch?v=ydgMDe5rHko,Ex-Alaska Airlines pilot accused of trying to cut plane's engines released from jail
180,NowThis News,2023-12-05T16:59:51Z,3225,https://www.youtube.com/watch?v=TExq973S9dU,This Unique Bookstore Is Elevating Underrepresented Authors
152,The F Word,2023-11-22T17:00:04Z,3094,https://www.youtube.com/watch?v=3Q8WaOMjwrQ,Gordon Finds Jonathan Ross's Cooking Less Than Impressive | DOUBLE EPISODE | The F Word
150,NowThis News,2023-12-08T22:40:07Z,2946,https://www.youtube.com/watch?v=ghBi9eV7R2E,UN Security Council to Vote on Israel-Gaza Cease-Fire
187,NowThis News,2023-12-01T21:00:14Z,2821,https://www.youtube.com/watch?v=OsUc9RqGuxI,Is Rihanna's Savage X Fenty Less Sustainable Than Shein? This Report Says So
191,NowThis News,2023-11-29T23:00:17Z,2786,https://www.youtube.com/watch?v=Omi_Wirn37g,Religious Leaders in Missouri Challenge Abortion Ban
67,NBC News,2023-12-08T06:00:13Z,2727,https://www.youtube.com/watch?v=WQiyxx56Bu4,"Women's cycling community rallies around transgender champions, pushes back against critics"
80,NBC News,2023-12-08T02:00:27Z,2711,https://www.youtube.com/watch?v=s_l-Q7hzB24,Judge grants request for abortion to woman whose baby has fatal abnormality
61,NBC News,2023-12-08T15:00:20Z,2616,https://www.youtube.com/watch?v=Pt1EjFFFHSs,Georgia's Legislature approves new congressional redistricting plan
70,NBC News,2023-12-08T04:45:02Z,2432,https://www.youtube.com/watch?v=wNWWKYJLq8E,Woman and newborn in Gaza displaced as Israel-Hamas war continues
160,NowThis News,2023-12-07T18:00:09Z,2358,https://www.youtube.com/watch?v=HVSHGDYNW4U,Dr. Drew Continues His Anti-Weed Rhetoric for Right-Wing 'Education' Network PragerU
56,NBC News,2023-12-08T20:45:01Z,2268,https://www.youtube.com/watch?v=KjoMitNEjB4,Kangaroo punched officer in the face during capture
175,NowThis News,2023-12-05T21:14:09Z,2187,https://www.youtube.com/watch?v=o-2BNeHgZbA,Missouri Ballot Language Highlights Issue With Abortion Referendums
179,NowThis News,2023-12-05T17:27:55Z,2049,https://www.youtube.com/watch?v=bLf6Ks_d_5c,Families of Hamas Hostages Attend Press Conference
0,BBC News,2023-12-08T20:00:01Z,1993,https://www.youtube.com/watch?v=a6aezEP_iEs,TimothÃ©e Chalamet aka ModdedController360 reveals Game of the Year. #Shorts #TheGameAwards #BBCNews
151,The F Word,2023-12-03T17:00:25Z,1734,https://www.youtube.com/watch?v=ckNNa8J3jHU,Dermot O'Leary Beats Gordon In Recipe Challenge | FULL EPISODE | Season 2 - Episode 4 | The F Word
171,NowThis News,2023-12-06T17:00:15Z,1731,https://www.youtube.com/watch?v=MPVbkDRRi9g,How an iPhone May Signal a Character's True Nature
76,NBC News,2023-12-08T03:45:19Z,1651,https://www.youtube.com/watch?v=C9S9aFlIRrg,Lighting of national menorah marks start of Hanukkah
193,NowThis News,2023-11-29T01:00:01Z,1576,https://www.youtube.com/watch?v=atQo3hFgOeI,Operation Lone Star's High Speed Chases Put Public Safety on the Line
168,NowThis News,2023-12-06T20:00:04Z,1488,https://www.youtube.com/watch?v=F1LRkX5j2zc,This 3D-Printed Hand Could Change the Future of Prosthetics
192,NowThis News,2023-11-29T16:00:13Z,1344,https://www.youtube.com/watch?v=K5Z377SuA5U,How Your Social Media Algorithm Influences Your Political Opinion
150,The F Word,2023-12-06T17:00:44Z,1313,https://www.youtube.com/watch?v=moa83IeP9nU,ðŸ¦ƒ Festive Farewells: Gordon's Heartfelt Goodbye to His Turkeys | DOUBLE EPISODE | The F Word
155,NowThis News,2023-12-08T16:59:49Z,1241,https://www.youtube.com/watch?v=CR49apVypU4,This Therapeutic Social Robot Can Help Your Mental Health
57,NBC News,2023-12-08T20:23:51Z,1178,https://www.youtube.com/watch?v=XjtP0kOfXDM,BREAKING: Appeals court partially upholds Trump gag order in election interference case
72,NBC News,2023-12-08T04:30:29Z,1147,https://www.youtube.com/watch?v=wt0K2oBlQoI,Typewriter orchestra making music in a different key
164,NowThis News,2023-12-06T23:06:57Z,1083,https://www.youtube.com/watch?v=vny6GgOgkSY,Why Pursuing Police-Free Solutions to Mental Health Crises Matters
178,NowThis News,2023-12-05T19:00:13Z,1062,https://www.youtube.com/watch?v=_iqswmpn55I,Revisiting Nelson Mandela's 1994 Presidential Inauguration Speech
51,NBC News,2023-12-08T22:08:57Z,966,https://www.youtube.com/watch?v=2cP9mWFqcC0,Former U.S. attorney: 'Plenty of very good reasons' to charge Hunter Biden with tax evasion
154,NowThis News,2023-12-08T18:00:28Z,814,https://www.youtube.com/watch?v=smur8Tq9yzo,New York City's First Safe Injection Sites Show No Increase In Crime
59,NBC News,2023-12-08T19:45:01Z,657,https://www.youtube.com/watch?v=Siis3vO3jyM,Child in Gaza loses leg in airstrike that killed her family
54,NBC News,2023-12-08T21:36:39Z,424,https://www.youtube.com/watch?v=nAU0a3V_gFU,Hunter Biden lawyer argues indictment is politically motivated
152,NowThis News,2023-12-08T21:00:33Z,295,https://www.youtube.com/watch?v=liWrxuZoW8E,How Communities Can Help Meet the Needs of Those Experiencing Houselessness
55,NBC News,2023-12-08T21:00:34Z,263,https://www.youtube.com/watch?v=vrBW_9xncyQ,How police officers train for active shooter situations
50,NBC News,2023-12-08T22:30:43Z,108,https://www.youtube.com/watch?v=mRAfIWVJkrw,McFaul: Congress made a 'political decisionâ€™ to link Ukraine aid and border security
52,NBC News,2023-12-08T21:56:05Z,99,https://www.youtube.com/watch?v=TDbS1jTRhEs,Live: Biden delivers remarks on infrastructure agenda | NBC News
53,NBC News,2023-12-08T21:45:00Z,51,https://www.youtube.com/watch?v=jgSsCV25tys,Menorah lighting in Oregon to celebrate Hanukkah
151,NowThis News,2023-12-08T22:31:42Z,40,https://www.youtube.com/watch?v=4LMsj9XbW2s,The Music Industry's Merch Problem
