,channel_name,published_date,view_count,video_length,video_url,title,label
115,News 19 WLTX,2023-12-08T22:44:36Z,96,PT2M50S,https://www.youtube.com/watch?v=RCKSg9Rhmnk,Jewish community celebrates the start of Hanukkah,
174,KNWT TV Channel 8,2023-03-22T23:00:06Z,96,PT16M4S,https://www.youtube.com/watch?v=L9bGDuqkzcs,Stephi Jorandby | Loosely Related S1E5,
0,WFLA News Channel 8,2023-12-09T23:28:31Z,95,PT2M9S,https://www.youtube.com/watch?v=BqALe7KhFGI,"Over 1,000 bikers shut down streets of Tampa for Winter Wonder Ride",
177,KNWT TV Channel 8,2023-03-16T23:00:17Z,93,PT26M1S,https://www.youtube.com/watch?v=PgWwEoPqrMk,Let's Git 'Er Done With Joe | Nerd Central S12E5,
227,WVTM 13 News,2023-12-07T15:20:04Z,89,PT1M16S,https://www.youtube.com/watch?v=zxEb3IERc1w,Editorial: Humility in T-Town,
150,KNWT TV Channel 8,2023-11-17T00:00:15Z,88,PT9M44S,https://www.youtube.com/watch?v=bfax1j_5fh4,Jackson's Last Straw | Loosely Related Series Finale S2E9,
155,KNWT TV Channel 8,2023-04-27T23:00:15Z,86,PT24M55S,https://www.youtube.com/watch?v=ZssbJdN39hs,And That's A Wrap! | NC S12E11,
114,News 19 WLTX,2023-12-08T22:56:48Z,85,PT2M25S,https://www.youtube.com/watch?v=ONrwsFnJHkc,Sumter residents road trip for charity,
169,KNWT TV Channel 8,2023-03-31T17:00:28Z,85,PT2M54S,https://www.youtube.com/watch?v=rNVqhdthfss,Meet KNWT: Gabe Lozano | Creative Services,
149,News 19 WLTX,2023-12-07T22:20:27Z,83,PT2M10S,https://www.youtube.com/watch?v=v-0-JJFaxFg,Gaston fire tower still serves purpose after 75 years,
170,KNWT TV Channel 8,2023-03-30T23:00:09Z,83,PT23M1S,https://www.youtube.com/watch?v=P7uGV1Aztkg,It's A Gamer Invasion! | Nerd Central S12E7,
178,KNWT TV Channel 8,2023-03-13T14:00:09Z,82,PT18M1S,https://www.youtube.com/watch?v=FchUCkEv2Gk,"New Northwest President, the MIAA Tournament, & Business Updates | Channel 8 News S14E5",
134,News 19 WLTX,2023-12-08T00:04:28Z,78,PT2M22S,https://www.youtube.com/watch?v=_pXEQDJZvs0,Spreading holiday cheer to service members: Volunteers gather for 31st Shower Shaw with Goodies,
180,KNWT TV Channel 8,2023-03-04T18:30:41Z,78,PT18M28S,https://www.youtube.com/watch?v=ldHtuAjv-j0,Jason Offutt | Loosely Related S1E4,
197,KNWT TV Channel 8,2023-02-13T15:00:09Z,75,PT28M24S,https://www.youtube.com/watch?v=DvSk6H8ayDQ,Dr. Kent Porterfield Interview | Channel 8 News,
186,KNWT TV Channel 8,2023-02-25T21:39:51Z,74,PT2M57S,https://www.youtube.com/watch?v=YEDBfFYu2ls,THE BEARCATS ARE MIAA CHAMPS | Channel 8 News,
147,News 19 WLTX,2023-12-07T22:36:03Z,71,PT2M10S,https://www.youtube.com/watch?v=SLRIxavU2Uw,Food banks struggling to keep up with demand,
182,KNWT TV Channel 8,2023-03-03T00:00:32Z,70,PT23M56S,https://www.youtube.com/watch?v=zbt_RLsOVvg,We go FAR OUT with Blake! | Nerd Central S12E4,
191,KNWT TV Channel 8,2023-02-20T15:00:22Z,70,PT25M42S,https://www.youtube.com/watch?v=WqDK7Q2qmGw,Dr. Michael Godard Interview | Channel 8 News,
158,KNWT TV Channel 8,2023-04-21T17:00:01Z,69,PT3M26S,https://www.youtube.com/watch?v=2XsINejsyPE,Meet KNWT: Tristynn Clark | Creative Services,
176,KNWT TV Channel 8,2023-03-17T17:00:37Z,68,PT2M42S,https://www.youtube.com/watch?v=lqGxz-V2eyI,Meet KNWT: Joe Jinks | Creative Services,
194,KNWT TV Channel 8,2023-02-17T00:00:06Z,68,PT22M1S,https://www.youtube.com/watch?v=ERoe4He2ppM,What a Marvelous Talk! | Nerd Central S12E2,
215,WVTM 13 News,2023-12-08T15:00:53Z,68,PT2M5S,https://www.youtube.com/watch?v=uOjgD0YJ_58,Samford building new residence halls,
135,News 19 WLTX,2023-12-07T23:59:08Z,66,PT2M50S,https://www.youtube.com/watch?v=sPS9DtX3j00,"Prostate cancer deaths are down in SC, but disparities remain",
154,KNWT TV Channel 8,2023-04-28T17:00:04Z,65,PT4M1S,https://www.youtube.com/watch?v=6SmccT5qddI,Meet KNWT: Kaylin Byland | Creative Services,
164,KNWT TV Channel 8,2023-04-10T14:00:05Z,65,PT16M1S,https://www.youtube.com/watch?v=5jpuXuOgHsQ,"Sexual Assault Awareness, Maryville Updates, & Famous Owners | Channel 8 News S14E9",
143,News 19 WLTX,2023-12-07T23:01:50Z,61,PT37S,https://www.youtube.com/watch?v=L1qZWJIjceU,Hanukkah gets underway,
193,KNWT TV Channel 8,2023-02-17T18:00:27Z,57,PT2M55S,https://www.youtube.com/watch?v=XcWHGeY8ea8,Meet KNWT: Euler Possamai | Creative Services,
159,KNWT TV Channel 8,2023-04-20T23:00:01Z,56,PT27M,https://www.youtube.com/watch?v=1TYXkOJJGMo,"Farm Grown, Studio Produced | Nerd Central S12E10",
166,KNWT TV Channel 8,2023-04-04T23:00:27Z,54,PT24M1S,https://www.youtube.com/watch?v=wF2ai9tYfLQ,The Right Direction | Gentoo S9E8,
152,KNWT TV Channel 8,2023-11-11T22:00:24Z,53,PT3M7S,https://www.youtube.com/watch?v=cZKjendfMoA,KNWT Behind-The-Scenes: Homecoming Parade Livestream 2023,
146,News 19 WLTX,2023-12-07T22:37:14Z,51,PT27S,https://www.youtube.com/watch?v=L56lLGDcq8M,Saluda County Sheriff's Office holding space heater drive,
160,KNWT TV Channel 8,2023-04-14T17:00:24Z,50,PT2M33S,https://www.youtube.com/watch?v=moAxfMKwbo8,Meet KNWT: Jackson Weddle | Creative Services,
179,KNWT TV Channel 8,2023-03-10T18:00:17Z,48,PT3M24S,https://www.youtube.com/watch?v=cY9Uz-Hns68,Meet KNWT: Will Murphy | Creative Services,
151,KNWT TV Channel 8,2023-11-16T20:33:46Z,17,PT10M12S,https://www.youtube.com/watch?v=7atT7aYnSSg,Kenzee Peterman! Who's Next on the X Episode 9,
201,WVTM 13 News,2023-12-09T22:26:39Z,15,PT24S,https://www.youtube.com/watch?v=DoJysXeg75M,"Birmingham Christmas tradition brings live animals, actors together to show life of Jesus in 'Wal...",
200,WVTM 13 News,2023-12-09T23:26:28Z,11,PT2M58S,https://www.youtube.com/watch?v=3devvGJWmZI,Alert Day: Severe storms likely tonight and Sunday across Alabama,
